PdEId;PdEVersion;ZdCId;ZdCVersion;ZdAId;ZdAVersion;ArRId;ArRVersion;ArTId;ArTVersion
;;64774;1296245;42240;1292985-1296245;423034;1292979-1292985;50167303;1386455-1292979
;;62928;740315;47681;1155194-740315;2867;1363776-1155194;50004320;1215695-1363776
;;64774;1296245;42240;1292985-1296245;13439;1292965-1292985;50167302;1386456-1292965
;;62928;740315;47681;1155194-740315;2867;1363776-1155194;50180127;1395096-1363776
;;64774;1296245;46776;46776-1296245;32805;1292989-46776;50009431;1036595-1292989
;;62953;62953;44419;44419-62953;2618;1253730-44419;50158092;1180637-1253730
;;64859;64859;44766;44766-64859;423101;1298436-44766;50167286;1386472-1298436
;;62953;62953;44419;44419-62953;2618;1253730-44419;50091933;1162665-1253730
;;64894;64894;44988;44988-64894;13381;1293958-44988;50167284;1386474-1293958
;;62953;62953;44419;44419-62953;8546;1395859-44419;50180206;1394938-1395859
;;64787;64787;42793;42793-64787;13390;13390-42793;50167278;1386480-13390
;;62953;62953;44419;44419-62953;8546;1395859-44419;50180595;1394108-1395859
;;64787;64787;42793;42793-64787;423098;768822-42793;50166860;1386895-768822
;;62953;62953;44419;44419-62953;422934;1382876-44419;50110475;1162397-1382876
;;64871;64871;42591;42591-64871;13601;1297325-42591;50167277;1386481-1297325
;;62956;62956;48042;48042-62956;2577;763672-48042;50091892;1162796-763672
;;65253;65253;54195;54195-65253;13460;13460-54195;50166840;1386915-13460
;;62960;1332771;56522;1332770-1332771;23929;1332772-1332770;50180315;1394726-1332772
;;65328;65328;54192;54192-65328;13461;1295368-54192;50117350;1136580-1295368
;;62964;740276;48044;740275-740276;2580;763678-740275;50091895;1162795-763678
;;65991;65991;42668;42668-65991;13544;1295273-42668;50166832;1386923-1295273
;;62968;62968;48024;48024-62968;8550;842954-48024;50110453;1162371-842954
;;65991;65991;42668;42668-65991;13543;1295285-42668;50167262;1386496-1295285
;;62968;62968;48024;48024-62968;8550;842954-48024;50075801;1172613-842954
;;66408;742487;51409;742486-742487;13586;1298252-742486;50167247;1386511-1298252
;;62968;62968;48024;48024-62968;8550;842954-48024;50180388;1394582-842954
;;66408;742487;51409;742486-742487;13585;1192307-742486;50166827;1386928-1192307
;;62968;62968;48024;48024-62968;422881;1382891-48024;50180451;1397433-1382891
;;65539;65539;54188;54188-65539;13545;846390-54188;50166810;1386945-846390
;;62968;62968;48024;48024-62968;422884;1382895-48024;50109804;1162568-1382895
;;65528;65528;54187;54187-65528;13583;1297803-54187;50166809;1386946-1297803
;;62968;62968;48024;48024-62968;422884;1382895-48024;50180397;1397438-1382895
;;65527;65527;54186;54186-65527;13580;994245-54186;50166806;1386949-994245
;;62959;62959;48052;48052-62959;2602;1382885-48052;50091917;1162682-1382885
;;65431;65431;54189;54189-65431;13611;787003-54189;50166813;1386942-787003
;;62959;62959;48052;48052-62959;2601;763751-48052;50180469;1394400-763751
;;420882;742470;420881;742468-742470;420880;851502-742468;50167892;1385875-851502
;;73625;1119724;473103;1230086-1119724;479040;1396442-1230086;50117415;1202883-1396442
;;481026;1272513;42891;42891-1272513;423031;766917-42891;50167169;1386588-766917
;;73625;1119724;473103;1230086-1119724;411300;1396427-1230086;50180676;1393914-1396427
;;65030;719006;43690;719005-719006;13431;1295321-719005;50167150;1386607-1295321
;;73625;1119724;473103;1230086-1119724;411300;1396427-1230086;50117715;1076920-1396427
;;65030;719006;43690;719005-719006;13432;1296199-719005;50166803;1386952-1296199
;;73624;73624;46281;1323386-73624;28794;1087008-1323386;50118015;1075806-1087008
;;65851;65851;44992;44992-65851;13510;1293850-44992;50166800;1386955-1293850
;;73624;73624;46281;1323386-73624;41804;1323387-1323386;50118213;1202891-1323387
;;65804;1297555;43000;1297554-1297555;13514;1138363-1297554;50166799;1386956-1138363
;;73624;73624;46281;1323386-73624;41804;1323387-1323386;50118111;1075420-1323387
;;65861;65861;54185;54185-65861;13515;994397-54185;50166794;1386961-994397
;;73624;73624;464040;1118687-73624;470984;1074470-1118687;50118275;1110259-1074470
;;65777;1191083;54184;1191085-1191083;13518;1191084-1191085;50166793;1386962-1191084
;;62971;62971;44280;44280-62971;472377;1087382-44280;50116376;1080022-1087382
;;65831;1327197;42457;1327196-1327197;13507;1295144-1327196;50166790;1386965-1295144
;;62971;62971;44280;44280-62971;472377;1087382-44280;50109813;1162587-1087382
;;66543;734357;43561;43561-734357;9048;9048-43561;50064875;1198543-9048
;;62971;62971;44280;44280-62971;2592;1395784-44280;50110470;1162387-1395784
;;66619;1187304;43517;1187305-1187304;14064;719487-1187305;50167537;1386223-719487
;;62987;765298;48021;765297-765298;2518;1005141-765297;50180370;1394622-1005141
;;66619;1187304;43517;1187305-1187304;8659;1277106-1187305;50064307;1198214-1277106
;;62990;1363801;47683;1363800-1363801;2530;1395710-1363800;50091843;1162777-1395710
;;479062;1187290;461576;965403-1187290;8721;1187301-965403;50167536;1386224-1187301
;;62990;1363801;47683;1363800-1363801;17132;17132-1363800;50180121;1395106-17132
;;66678;66678;42366;42366-66678;9350;1275059-42366;50167534;1386226-1275059
;;62990;1363801;47683;1363800-1363801;2529;1363793-1363800;50091842;1162778-1363793
;;66678;66678;42366;42366-66678;9350;1275059-42366;50064380;1198163-1275059
;;62992;62992;56584;56584-62992;17269;17269-56584;50004550;1150042-17269
;;66678;66678;42366;42366-66678;8922;1275062-42366;50167870;1385896-1275062
;;62994;62994;46397;46397-62994;8372;1337815-46397;50144066;1330324-1337815
;;66355;66355;54394;54394-66355;28545;1293237-54394;50167507;1386253-1293237
;;62994;62994;46396;46396-62994;35912;1250959-46396;50144096;1361799-1250959
;;65822;65822;54393;54393-65822;14054;1293403-54393;50167502;1386258-1293403
;;62994;62994;46396;46396-62994;28616;1250955-46396;50144071;1361812-1250955
;;65779;65779;54391;54391-65779;14048;1293326-54391;50167496;1386264-1293326
;;62997;62997;48047;48047-62997;2589;763696-48047;50180459;1394420-763696
;;65410;65410;54390;54390-65410;14047;1118001-54390;50167494;1386266-1118001
;;62997;62997;48047;48047-62997;2589;763696-48047;50091904;1162689-763696
;;66068;1292177;49078;1292176-1292177;14040;1292166-1292176;50167487;1386273-1292166
;;62999;972652;48050;972651-972652;461974;1382655-972651;50180689;1393878-1382655
;;66223;66223;54386;54386-66223;5575;1274875-54386;50167482;1386278-1274875
;;478505;1183471;45741;1095440-1183471;2513;763569-1095440;50091826;1162740-763569
;;66223;66223;54386;54386-66223;5575;1274875-54386;50167865;1385901-1274875
;;478505;1183471;45741;1095440-1183471;2513;763569-1095440;50180367;1397811-763569
;;65873;65873;425938;839266-65873;29168;1229472-839266;50167872;1385894-1229472
;;478505;1183471;45741;1095440-1183471;2622;1371435-1095440;50110300;1233203-1371435
;;65611;65611;43016;43016-65611;14162;1324480-43016;50095043;1321710-1324480
;;478505;1183471;45741;1095440-1183471;2622;1371435-1095440;50117230;1078543-1371435
;;65611;65611;43016;43016-65611;14163;1272611-43016;50095042;1321711-1272611
;;478505;1183471;473406;1396577-1183471;471564;1200728-1396577;50117768;1136217-1200728
;;64791;1293140;46642;46642-1293140;13926;1293128-46642;50167433;1386327-1293128
;;478505;1183471;473406;1396577-1183471;3117;3117-1396577;50093518;1169816-3117
;;64791;1293140;46643;46643-1293140;14114;1293132-46643;50167385;1386374-1293132
;;478505;1183471;478504;1186321-1183471;478506;1305218-1186321;50147353;1361768-1305218
;;64817;64817;54358;54358-64817;14169;1135516-54358;50167417;1386342-1135516
;;478505;1183471;478504;1186321-1183471;41514;1316108-1186321;50147482;1261768-1316108
;;474388;1117949;54356;54356-1117949;13964;1117943-54356;50167412;1386347-1117943
;;478505;1183471;45739;1095455-1183471;470750;1370785-1095455;50118479;1295432-1370785
;;64785;64785;54354;54354-64785;14113;1294279-54354;50167408;1386351-1294279
;;72816;72816;56420;56420-72816;17385;17385-56420;50004402;1201247-17385
;;64702;1292351;54366;54366-1292351;13970;1292344-54366;50167431;1386329-1292344
;;72816;72816;56420;56420-72816;17385;17385-56420;50003002;1182550-17385
;;64827;64827;54349;54349-64827;14118;1293214-54349;50167393;1386366-1293214
;;72835;1383167;55114;1383168-1383167;14872;14872-1383168;50003084;1196923-14872
;;64826;64826;54348;54348-64826;14167;1362733-54348;50167391;1386368-1362733
;;72838;1361270;462641;1009950-1361270;17190;17190-1009950;50004413;1201245-17190
;;64744;1291460;54111;1291459-1291460;13942;1135649-1291459;50167367;1386392-1135649
;;72838;1361270;462641;1009950-1361270;17191;1395500-1009950;50004414;1201244-1395500
;;64856;64856;43001;43001-64856;35077;35077-43001;50018241;1120200-35077
;;72838;1361270;462641;1009950-1361270;17191;1395500-1009950;50180148;1395054-1395500
;;64856;64856;43001;43001-64856;22473;1250627-43001;50018242;1200050-1250627
;;72837;72837;43912;43912-72837;20171;20171-43912;50004421;1200054-20171
;;64779;64779;54338;54338-64779;13931;1296283-54338;50167342;1386417-1296283
;;72837;72837;43912;43912-72837;20171;20171-43912;50018304;1196915-20171
;;64868;64868;54334;54334-64868;22474;1298491-54334;50167338;1386421-1298491
;;72837;72837;43912;43912-72837;14929;1363597-43912;50004423;1361134-1363597
;;64776;64776;42228;42228-64776;36907;1243853-42228;50009425;1036601-1243853
;;60932;60932;47994;47994-60932;2448;763422-47994;50159596;1196674-763422
;;64801;64801;42747;42747-64801;412323;1243841-42747;50009422;1036587-1243841
;;60946;60946;48016;48016-60946;2497;763365-48016;50180560;1394182-763365
;;423047;767217;46774;46774-767217;13900;767207-46774;50167331;1386428-767207
;;60965;843678;42821;42821-843678;2425;1371020-42821;50091737;1162621-1371020
;;423038;767083;47653;47653-767083;13907;1298082-47653;50167326;1386433-1298082
;;60980;60980;47972;47972-60980;2399;1382707-47972;50091709;1162594-1382707
;;64857;64857;54330;54330-64857;13901;767136-54330;50167319;1386439-767136
;;60980;60980;47972;47972-60980;2398;1382704-47972;50180452;1394436-1382704
;;64947;64947;54329;54329-64947;14157;1297843-54329;50167318;1386440-1297843
;;60980;60980;47972;47972-60980;2398;1382704-47972;50091708;1162595-1382704
;;64955;64955;54327;54327-64955;14160;767121-54327;50167314;1386444-767121
;;60997;60997;47984;47984-60997;2423;1395472-47984;50091735;1162628-1395472
;;66057;66057;54324;54324-66057;13885;1233435-54324;50095011;1321738-1233435
;;69545;69545;56418;56418-69545;461975;1382962-56418;50004325;1142470-1382962
;;423056;767359;417904;801381-767359;13589;1243889-801381;50167755;1386008-1243889
;;69663;1100329;462552;1100328-1100329;470872;1100337-1100328;50118437;1074043-1100337
;;479955;1243981;43786;1243980-1243981;472779;1351394-1243980;50164894;1310890-1351394
;;69667;1366231;424008;1366230-1366231;414531;1366228-1366230;50125052;1364452-1366228
;;417906;701020;42496;42496-701020;20195;1292286-42496;50167292;1386466-1292286
;;69671;69671;46304;46304-69671;470795;1073757-46304;50118501;1110156-1073757
;;417906;701020;42496;42496-701020;20194;1292287-42496;50167291;1386467-1292287
;;69671;69671;46304;46304-69671;472347;1079904-46304;50116462;1200445-1079904
;;65810;1272642;42491;1272641-1272642;17593;1272643-1272641;50167675;1386088-1272643
;;69762;1328319;462782;1017101-1328319;423008;1369635-1017101;50180654;1393972-1369635
;;65810;1272642;42491;1272641-1272642;17593;1272643-1272641;50009274;1036548-1272643
;;69771;921530;54931;921529-921530;17368;1383897-921529;50142327;1268443-1383897
;;66895;66895;54325;54325-66895;13823;1272439-54325;50095019;1321730-1272439
;;69771;921530;54931;921529-921530;17368;1383897-921529;50004538;1215623-1383897
;;66200;66200;54320;54320-66200;13872;1297647-54320;50167264;1386494-1297647
;;69771;921530;54931;921529-921530;17369;1383901-921529;50004539;1215622-1383901
;;65885;65885;46956;46956-65885;18434;744315-46956;50094954;1321766-744315
;;69788;1251715;54930;1251714-1251715;17370;1251712-1251714;50142328;1267605-1251712
;;66175;834721;42801;42801-834721;18418;995553-42801;50089547;1311615-995553
;;69687;69687;45732;45732-69687;17252;1383603-45732;50142324;1330727-1383603
;;423365;894972;46957;46957-894972;423367;1233361-46957;50089568;1311599-1233361
;;69687;69687;45732;45732-69687;17253;1383607-45732;50142322;1270345-1383607
;;65956;1324465;44062;44062-1324465;14192;1324461-44062;50095357;1321458-1324461
;;415641;654830;59384;59384-654830;17264;1369330-59384;50142325;1268445-1369330
;;65956;1324465;57153;57153-1324465;18515;1324454-57153;50095127;1321645-1324454
;;69842;1100306;56419;1100305-1100306;41518;1100303-1100305;50118313;1074631-1100303
;;65882;1255524;42139;42139-1255524;13840;744203-42139;50095233;1321552-744203
;;69840;69840;47423;47423-69840;415865;1364972-47423;50143043;1267507-1364972
;;65882;1255524;46893;46893-1255524;426754;1255516-46893;50095228;1321557-1255516
;;69866;69866;479894;1208791-69866;13140;1395899-1208791;50004116;1215769-1395899
;;65880;1298827;43518;1298828-1298827;13836;1298830-1298828;50095229;1321556-1298830
;;69866;69866;44475;44475-69866;7770;1315803-44475;50122174;1268099-1315803
;;66513;1118247;49049;1118246-1118247;8757;1293998-1118246;50167254;1386504-1293998
;;69808;69808;44939;44939-69808;17373;1383880-44939;50180237;1394876-1383880
;;66392;684152;43651;1228927-684152;8726;1293705-1228927;50167251;1386507-1293705
;;69808;69808;44939;44939-69808;17373;1383880-44939;50142317;1267607-1383880
;;66392;684152;43651;1228927-684152;5502;1293712-1228927;50167909;1385858-1293712
;;69836;69836;43036;43036-69836;17375;925933-43036;50180239;1394872-925933
;;66383;855003;43746;855002-855003;8729;1293871-855002;50167249;1386509-1293871
;;69836;69836;43036;43036-69836;17374;1383248-43036;50142330;1330726-1383248
;;426984;889993;43975;43975-889993;18373;888580-43975;50094889;1321793-888580
;;67546;67546;56592;56592-67546;17310;1395791-56592;50180203;1394944-1395791
;;66239;66239;43499;43499-66239;18551;886233-43499;50095216;1321568-886233
;;67549;67549;56585;56585-67549;17272;17272-56585;50004551;1201154-17272
;;65845;1320497;54313;974381-1320497;41257;1272574-974381;50118593;1073076-1272574
;;67555;67555;56601;56601-67555;17318;1395938-56601;50004624;1215562-1395938
;;65845;1320497;54313;974381-1320497;13798;1272568-974381;50116522;1081453-1272568
;;67550;67550;53864;53864-67550;17345;1217267-53864;50004562;1215606-1217267
;;420953;744128;43039;1206938-744128;18540;886242-1206938;50095205;1321578-886242
;;67574;1327363;56591;1327362-1327363;17328;17328-1327362;50004572;1201147-17328
;;65846;1272604;42528;1272603-1272604;13802;973539-1272603;50095197;1321586-973539
;;67584;798986;56596;798987-798986;17271;1237231-798987;50004605;1236271-1237231
;;66721;66721;42816;42816-66721;18368;1324440-42816;50094884;1321798-1324440
;;67515;1319549;56456;1319548-1319549;419796;1238464-1319548;50025642;1215546-1238464
;;65600;65600;54301;54301-65600;14183;766992-54301;50167219;1386538-766992
;;63060;63060;56589;56589-63060;17281;1395394-56589;50180177;1394996-1395394
;;65509;65509;54298;54298-65509;14175;1298514-54298;50167214;1386543-1298514
;;63060;63060;56589;56589-63060;17282;1395398-56589;50004564;1215604-1395398
;;66858;66858;47897;47897-66858;471703;1077285-47897;50117504;1200508-1077285
;;63075;63075;48046;48046-63075;2587;1382835-48046;50180422;1394508-1382835
;;66858;66858;473085;1088578-66858;18646;1325333-1088578;50165380;1327348-1325333
;;63075;63075;48046;48046-63075;2587;1382835-48046;50091902;1162800-1382835
;;66838;66838;44187;44187-66838;8603;770768-44187;50167212;1386545-770768
;;63076;1251656;419883;725623-1251656;413386;1207929-725623;50180644;1394004-1207929
;;66838;66838;44187;44187-66838;8709;1298071-44187;50064369;1302098-1298071
;;63076;1251656;46398;1251655-1251656;35907;1207933-1251655;50144059;1373036-1207933
;;66829;66829;51780;51780-66829;9589;9589-51780;50064958;1198340-9589
;;63071;1100279;45735;1109904-1100279;472304;1079729-1109904;50116419;1111033-1079729
;;66845;66845;51388;51388-66845;8710;1322512-51388;50167199;1386558-1322512
;;63071;1100279;474204;1109885-1100279;2553;1396455-1109885;50116253;1082459-1396455
;;421007;745558;421006;745556-745558;421005;1293194-745556;50167886;1385881-1293194
;;63072;1119741;473387;1095031-1119741;472112;1368538-1095031;50117071;1078949-1368538
;;65080;65080;54296;54296-65080;13739;766952-54296;50167195;1386562-766952
;;63072;1119741;473387;1095031-1119741;17378;1368532-1095031;50180265;1394820-1368532
;;64985;64985;54293;54293-64985;482101;1295116-54293;50167819;1314374-1295116
;;63072;1119741;473387;1095031-1119741;17378;1368532-1095031;50180248;1394854-1368532
;;64985;64985;54293;54293-64985;13734;1295111-54293;50167186;1386571-1295111
;;63072;1119741;473387;1095031-1119741;2524;765390-1095031;50091837;1162746-765390
;;420997;745509;420996;745507-745509;420995;745505-745507;50167814;1385951-745505
